Role,Skills,Category,AverageSalary,Location,DemandLevel
IT Support Specialist,"SQL,Scrum,Deep Learning,Elasticsearch,CSS",IT/Software,₹11 LPA,San Francisco,Low
Digital Marketer,"MongoDB,Solidity,AWS",Finance,₹40 LPA,San Francisco,High
UI/UX Designer,"Linux,NoSQL,Computer Vision,Agile,Data Visualization,PyTorch,Kotlin,Elasticsearch",IT/Software,₹23 LPA,New York,Medium
Scrum Master,"Node.js,C#,Elasticsearch,Computer Vision,UX Design",Data Science,₹37 LPA,Remote,Medium
Game Developer,"Rust,NumPy,Git,ASP.NET",Design,₹13 LPA,San Francisco,Low
Scrum Master,"Ethereum,Swift,Docker,SQL,Vue.js",Design,₹33 LPA,Hyderabad,High
IT Support Specialist,"Blockchain,HTML,React,MacOS,Smart Contracts,Photoshop,Deep Learning,Flask",IT/Software,₹13 LPA,Mumbai,Low
Cloud Architect,"Solidity,Windows,Cryptography,Rust,Adobe XD",Data Science,₹33 LPA,Hyderabad,Very High
Frontend Developer,"Confluence,GitLab,React,Elasticsearch,UI Design,Ethereum",HR,₹28 LPA,Chennai,Low
Legal Advisor,"Cybersecurity,Photoshop,Ansible",Finance,₹37 LPA,London,Very High
Business Analyst,"GitHub,Machine Learning,Penetration Testing,MacOS",Data Science,₹28 LPA,Mumbai,Very High
Database Administrator,"Rust,Pandas,Linux,GitLab,Solidity,Java,Ruby,ASP.NET",Design,₹15 LPA,Bangalore,Very High
Database Administrator,"Machine Learning,Computer Vision,Kanban,Elasticsearch",Operations,₹27 LPA,London,Very High
Software Engineer,"Bitbucket,NoSQL,Swift,UI Design",Operations,₹43 LPA,Mumbai,Low
UI/UX Designer,"Cryptography,TensorFlow,GitLab,ASP.NET,JavaScript,Computer Vision",Business,₹32 LPA,London,Low
Security Analyst,"Java,Illustrator,HTML,Computer Vision",Finance,₹4 LPA,London,High
Data Engineer,"JavaScript,Elasticsearch,Cryptography,Django,Google Cloud",Finance,₹38 LPA,Pune,Low
Game Developer,"Git,Jira,Bitbucket,Pandas,Windows,PHP,PostgreSQL,Kanban",IT/Software,₹14 LPA,London,High
HR Manager,"Linux,Natural Language Processing,GitHub,SQL,Solidity,Angular,UX Design,TensorFlow",HR,₹27 LPA,London,High
Machine Learning Engineer,"PHP,React,Java,Jira",Operations,₹20 LPA,Bangalore,Low
Data Engineer,"Swift,Ruby,Python,Git,MongoDB,Ethereum",Design,₹25 LPA,Delhi NCR,Low
Sales Executive,"GitLab,Ruby on Rails,Power BI",Finance,₹37 LPA,Remote,Very High
Data Scientist,"Tableau,Bitbucket,Linux,Scrum,Rust,Ethereum,Docker,Penetration Testing",Finance,₹32 LPA,London,High
Technical Writer,"Pandas,Ruby,NumPy,Go,Ethereum,Swift",IT/Software,₹43 LPA,London,Low
Customer Success Manager,"Redis,Bash,Scrum,Data Analysis,Photoshop",IT/Software,₹38 LPA,San Francisco,High
HR Manager,"Machine Learning,Google Cloud,Kubernetes,Kanban,Data Visualization,C#",HR,₹15 LPA,Mumbai,Very High
Database Administrator,"Terraform,Ruby,Solidity,TypeScript,Rust",IT/Software,₹30 LPA,Delhi NCR,Low
Digital Marketer,"Git,Windows,Power BI,UX Design,Go,Azure",Design,₹39 LPA,Mumbai,High
Data Analyst,"Windows,Scrum,GitHub,Adobe XD,TensorFlow,GitLab",Design,₹27 LPA,London,Low
Product Manager,"Network Security,ASP.NET,Pandas,SQL,Express.js,Natural Language Processing,C++,Sketch",Marketing,₹31 LPA,Pune,Very High
Machine Learning Engineer,"Flask,Kubernetes,Kotlin,SQL,Google Cloud,Swift,Scrum,Natural Language Processing",Marketing,₹18 LPA,Remote,High
Game Developer,"Power BI,HTML,Ruby,Penetration Testing,Linux,CSS,Agile",Data Science,₹36 LPA,Mumbai,High
Video Editor,"Linux,Network Security,Angular,Photoshop,PostgreSQL",IT/Software,₹31 LPA,Bangalore,Medium
Database Administrator,"ASP.NET,Bash,TypeScript,NumPy,Spring Boot,Ansible,MongoDB,Pandas",HR,₹4 LPA,Pune,High
SEO Specialist,"CSS,Adobe XD,Blockchain",Finance,₹20 LPA,San Francisco,Medium
System Administrator,"CSS,NoSQL,React,MySQL,Elasticsearch,PowerShell",HR,₹27 LPA,Delhi NCR,Low
Cloud Architect,"Blockchain,Figma,React,C++,Smart Contracts,Terraform",IT/Software,₹38 LPA,Hyderabad,Very High
IT Support Specialist,"Cryptography,TypeScript,C#",Operations,₹29 LPA,Chennai,Very High
Software Engineer,"Ethereum,Machine Learning,C++,Angular,MacOS,Sketch,Pandas,Bitbucket",Data Science,₹45 LPA,Pune,Medium
UI/UX Designer,"TensorFlow,Bitbucket,Illustrator,Excel,NoSQL,Adobe XD",HR,₹15 LPA,New York,Very High
Technical Writer,"Network Security,Go,Kanban,Cybersecurity",Operations,₹26 LPA,Remote,Low
Graphic Designer,"MySQL,TypeScript,C++",Marketing,₹4 LPA,San Francisco,Low
Sales Executive,"GitHub,Linux,Smart Contracts,Jenkins,Bash,Scrum,GitLab,Go",Business,₹44 LPA,Chennai,Medium
UI/UX Designer,"Data Visualization,UI Design,Computer Vision,Swift,Excel,NoSQL",Data Science,₹11 LPA,Bangalore,Very High
Full Stack Developer,"ASP.NET,Elasticsearch,Ruby,Penetration Testing,Network Security,Swift,Flask",Finance,₹35 LPA,Mumbai,Medium
Machine Learning Engineer,"Jira,Pandas,Kubernetes,AWS,Scikit",Data Science,₹19 LPA,Chennai,Very High
Scrum Master,"JavaScript,CSS,Cybersecurity,UX Design",Business,₹13 LPA,San Francisco,Low
Digital Marketer,"MongoDB,Elasticsearch,Windows,React,Redis,Tableau",HR,₹41 LPA,Remote,High
Site Reliability Engineer,"Sketch,NoSQL,Bash,Rust,ASP.NET,Scrum,Vue.js",Finance,₹39 LPA,Remote,Very High
Technical Writer,"Natural Language Processing,Blockchain,Excel,ASP.NET",Data Science,₹44 LPA,New York,Medium
Network Engineer,"Node.js,PyTorch,Adobe XD,Docker,Sketch",Data Science,₹11 LPA,Mumbai,Low
Business Analyst,"SQL,Google Cloud,Machine Learning,Python",IT/Software,₹32 LPA,Hyderabad,High
AI Researcher,"Illustrator,Jenkins,Photoshop",Marketing,₹8 LPA,Chennai,Low
Financial Analyst,"Ethereum,Google Cloud,Ruby on Rails,PowerShell,Cybersecurity,Machine Learning,Kubernetes,TensorFlow",IT/Software,₹30 LPA,Mumbai,Medium
Sales Executive,"NoSQL,Docker,Cybersecurity,UX Design,GitHub",Operations,₹30 LPA,Remote,Very High
IT Support Specialist,"Excel,Flask,Go,GitHub,Data Analysis,Smart Contracts,UX Design,Jira",Marketing,₹22 LPA,New York,Very High
Database Administrator,"Data Visualization,Illustrator,Bitbucket,Git",Design,₹17 LPA,Bangalore,Very High
Frontend Developer,"Ruby,Penetration Testing,Blockchain,Swift",Operations,₹43 LPA,New York,Very High
Software Engineer,"Deep Learning,Elasticsearch,PowerShell,Scikit,Linux,MacOS",IT/Software,₹18 LPA,Pune,Low
DevOps Engineer,"Flask,Windows,TensorFlow,Jenkins,Django,GitHub,UI Design,Python",Operations,₹5 LPA,Chennai,High
Technical Recruiter,"Elasticsearch,Blockchain,Confluence",Design,₹44 LPA,Bangalore,Low
System Administrator,"Illustrator,Tableau,Scikit,NoSQL",HR,₹12 LPA,New York,Medium
Game Developer,"React,UI Design,Cryptography,Kubernetes,AWS,Illustrator",Operations,₹34 LPA,Delhi NCR,High
DevOps Engineer,"MacOS,Azure,PHP,Flask,TypeScript,PyTorch,NumPy",Data Science,₹33 LPA,Pune,High
Graphic Designer,"Cybersecurity,Vue.js,Java,Adobe XD,Angular",Business,₹23 LPA,Remote,High
Full Stack Developer,"Kanban,TensorFlow,Agile,GitLab",Business,₹21 LPA,Remote,Medium
Product Manager,"GitHub,Figma,Bash,C#",Design,₹15 LPA,Mumbai,Very High
Data Analyst,"Machine Learning,Pandas,Django",Marketing,₹35 LPA,Delhi NCR,Very High
AI Researcher,"MacOS,Penetration Testing,Kotlin,Ruby,Bash",HR,₹10 LPA,Mumbai,Very High
Backend Developer,"Terraform,Sketch,Cryptography,Jira,Ruby on Rails",Data Science,₹36 LPA,Delhi NCR,High
Machine Learning Engineer,"Excel,Redis,Linux,Cybersecurity",Business,₹18 LPA,London,Very High
Backend Developer,"PyTorch,Git,PowerShell,Ruby on Rails,Spring Boot,Power BI",Finance,₹30 LPA,New York,Very High
HR Manager,"Ruby on Rails,Deep Learning,MongoDB,SQL,Docker,Redis,Ethereum",HR,₹41 LPA,Delhi NCR,Very High
AI Researcher,"Ruby,Bitbucket,AWS",Design,₹35 LPA,London,High
Data Analyst,"Ansible,Agile,AWS",Data Science,₹30 LPA,Bangalore,Very High
Legal Advisor,"Node.js,Bash,NoSQL,GitHub,Windows",Data Science,₹20 LPA,San Francisco,Medium
SEO Specialist,"Adobe XD,Docker,Data Visualization,Ruby,Tableau",HR,₹28 LPA,Chennai,Medium
Security Analyst,"Java,Spring Boot,Pandas,Rust,PyTorch,Docker,Jira",Operations,₹19 LPA,San Francisco,Low
Financial Analyst,"PyTorch,Agile,Python,Photoshop",Design,₹23 LPA,Remote,Medium
Financial Analyst,"PostgreSQL,GitHub,C++,PowerShell,Express.js",HR,₹13 LPA,Delhi NCR,Very High
System Administrator,"Cryptography,Docker,Data Visualization,Express.js,Blockchain",Data Science,₹13 LPA,Bangalore,Very High
Customer Success Manager,"Azure,Ruby on Rails,Rust",Operations,₹8 LPA,London,Very High
IT Support Specialist,"UI Design,Swift,PowerShell,Pandas,Ethereum,C++,Cryptography",Marketing,₹10 LPA,London,Medium
Game Developer,"TypeScript,Vue.js,ASP.NET,JavaScript,PostgreSQL,Node.js",Business,₹10 LPA,London,Medium
Site Reliability Engineer,"Scrum,GitLab,Machine Learning,Bash",Design,₹36 LPA,San Francisco,Very High
Marketing Specialist,"Git,UX Design,Go,Rust,AWS,Windows,Scrum",Business,₹29 LPA,New York,Low
Digital Marketer,"Photoshop,GitHub,Penetration Testing,ASP.NET",Marketing,₹28 LPA,Hyderabad,High
Data Analyst,"GitLab,Redis,Ethereum",Data Science,₹27 LPA,Bangalore,Medium
DevOps Engineer,"Data Analysis,Terraform,Ruby,Tableau,Spring Boot,Ethereum,SQL",Finance,₹43 LPA,San Francisco,Very High
Technical Writer,"Cybersecurity,Google Cloud,Bash,ASP.NET,Sketch,Power BI,NoSQL",HR,₹16 LPA,New York,Very High
UI/UX Designer,"Flask,AWS,C++",HR,₹8 LPA,Hyderabad,Very High
SEO Specialist,"Angular,Figma,Ruby,Excel",Design,₹29 LPA,Hyderabad,High
Site Reliability Engineer,"PostgreSQL,MacOS,CSS",Marketing,₹40 LPA,Chennai,High
Data Engineer,"PowerShell,GitHub,JavaScript,Excel,Adobe XD,ASP.NET,AWS",Operations,₹15 LPA,Mumbai,Low
Sales Executive,"Python,MySQL,Java",HR,₹41 LPA,San Francisco,High
Frontend Developer,"Smart Contracts,Terraform,NumPy,Machine Learning,Docker",Marketing,₹21 LPA,Mumbai,Medium
Content Creator,"Illustrator,Data Visualization,Swift",Marketing,₹19 LPA,Bangalore,High
Full Stack Developer,"SQL,Blockchain,Scikit,Vue.js,NumPy,Tableau,Illustrator",Finance,₹20 LPA,London,Low
Data Engineer,"UI Design,Cybersecurity,Sketch,AWS,MongoDB",Operations,₹21 LPA,Pune,Medium
Site Reliability Engineer,"PHP,ASP.NET,AWS,HTML,PyTorch,Git,Google Cloud",Data Science,₹20 LPA,Bangalore,High
Software Engineer,"GitLab,UX Design,MongoDB,Ethereum",Operations,₹4 LPA,Delhi NCR,Very High
HR Manager,"Bash,PHP,C#,Sketch,Pandas",HR,₹8 LPA,Delhi NCR,High
Technical Writer,"C#,NoSQL,Blockchain,MongoDB,Jira,Docker,Express.js",IT/Software,₹16 LPA,Delhi NCR,Medium
IT Support Specialist,"Elasticsearch,NumPy,Kotlin,Docker,Windows",Business,₹31 LPA,London,Very High
Technical Recruiter,"Swift,Tableau,Express.js,HTML,TypeScript,Machine Learning,Sketch",HR,₹33 LPA,Bangalore,Medium
AI Researcher,"ASP.NET,Angular,Kubernetes,Scikit,Photoshop",IT/Software,₹9 LPA,Chennai,Very High
HR Manager,"UI Design,Machine Learning,GitLab,Pandas",Finance,₹22 LPA,Chennai,Very High
Software Engineer,"Java,Rust,Linux,Express.js,MacOS,Vue.js",Finance,₹27 LPA,San Francisco,High
Customer Success Manager,"Figma,Cryptography,Java,Swift,Sketch,Pandas,PyTorch",Design,₹6 LPA,Chennai,Low
QA Engineer,"Blockchain,PowerShell,Vue.js,Smart Contracts,Bitbucket",IT/Software,₹43 LPA,Remote,Low
Customer Success Manager,"Google Cloud,GitHub,Ansible,MongoDB",Finance,₹21 LPA,Remote,Medium
Legal Advisor,"ASP.NET,Azure,GitHub,Data Visualization,Docker,Node.js",HR,₹24 LPA,Bangalore,High
Backend Developer,"Computer Vision,Rust,C#,Illustrator",Design,₹15 LPA,San Francisco,Low
Graphic Designer,"Go,Scrum,Flask,Network Security,AWS,Kanban",Finance,₹16 LPA,Delhi NCR,High
Site Reliability Engineer,"HTML,Git,Elasticsearch,Scrum,Penetration Testing,SQL,Swift",Finance,₹11 LPA,Chennai,High
DevOps Engineer,"PyTorch,TensorFlow,AWS,Ruby,MacOS",Marketing,₹36 LPA,Chennai,High
Mobile App Developer,"Deep Learning,Node.js,Network Security,TensorFlow,Java,TypeScript,Elasticsearch",Operations,₹16 LPA,Remote,High
Video Editor,"Kotlin,TensorFlow,SQL,ASP.NET,Data Analysis,Sketch,Cryptography",IT/Software,₹18 LPA,Remote,Medium
Network Engineer,"MySQL,PostgreSQL,Network Security,Ruby,Bash,NoSQL,Solidity",IT/Software,₹9 LPA,Delhi NCR,Medium
Graphic Designer,"Rust,Ruby,UI Design,Jira,PowerShell,Smart Contracts",Data Science,₹19 LPA,Remote,Very High
Game Developer,"PowerShell,Machine Learning,HTML,Ansible,MacOS,Pandas,Azure",Business,₹12 LPA,Mumbai,Low
Data Engineer,"CSS,AWS,Illustrator,Redis,Swift",Operations,₹30 LPA,San Francisco,Low
Database Administrator,"Kotlin,MongoDB,C++,Data Analysis,Smart Contracts,CSS,Redis",HR,₹36 LPA,New York,High
Security Analyst,"NumPy,Blockchain,Computer Vision,Tableau,Django,Docker,GitHub",IT/Software,₹7 LPA,New York,Very High
Network Engineer,"Swift,Smart Contracts,MacOS,MySQL",Marketing,₹19 LPA,New York,High
Cloud Architect,"Django,Redis,Power BI",IT/Software,₹6 LPA,Chennai,High
Database Administrator,"MySQL,Rust,PHP,JavaScript,Figma,Data Visualization,CSS",Business,₹35 LPA,London,High
Digital Marketer,"Computer Vision,Bash,Azure,MySQL,UI Design,Kanban",Design,₹9 LPA,Mumbai,Very High
Video Editor,"MongoDB,Ruby,Data Analysis,MySQL",Design,₹9 LPA,Mumbai,Medium
HR Manager,"PowerShell,GitLab,Cryptography,Sketch",Data Science,₹39 LPA,Delhi NCR,Low
Software Engineer,"Angular,Ethereum,MySQL,Java",Design,₹14 LPA,Mumbai,High
Scrum Master,"Illustrator,Git,Cybersecurity,AWS",Business,₹27 LPA,Bangalore,Very High
Cloud Architect,"Data Analysis,Java,TypeScript",Design,₹22 LPA,Bangalore,Medium
DevOps Engineer,"MongoDB,Windows,Penetration Testing,Rust,Elasticsearch",Operations,₹16 LPA,London,Low
QA Engineer,"ASP.NET,SQL,Figma,Tableau,TypeScript",Finance,₹26 LPA,New York,Very High
Content Creator,"GitLab,UI Design,SQL,Django",Design,₹30 LPA,Hyderabad,High
Frontend Developer,"Java,GitLab,Solidity",Business,₹31 LPA,Bangalore,Medium
Product Manager,"Spring Boot,Network Security,Smart Contracts,Ruby on Rails,Photoshop,Data Visualization,Confluence,Bash",Data Science,₹23 LPA,London,Medium
Digital Marketer,"Kubernetes,Data Analysis,Ansible,Cryptography",Operations,₹40 LPA,Bangalore,Very High
Network Engineer,"Jenkins,Solidity,C#,Natural Language Processing,UX Design",Marketing,₹36 LPA,Bangalore,High
Data Scientist,"ASP.NET,Swift,Ruby,Bash,Rust,Cybersecurity,SQL,MacOS",Finance,₹9 LPA,Bangalore,Medium
AI Researcher,"HTML,JavaScript,Redis,Network Security",Finance,₹41 LPA,San Francisco,Medium
UI/UX Designer,"Scrum,Illustrator,Cryptography,MacOS,C#",Data Science,₹33 LPA,Bangalore,Medium
Operations Manager,"TensorFlow,Google Cloud,Ansible",Finance,₹19 LPA,New York,Low
Data Engineer,"Kotlin,Angular,Ruby on Rails",Marketing,₹16 LPA,Remote,Very High
SEO Specialist,"GitLab,Scrum,Node.js",Finance,₹23 LPA,Remote,Low
Network Engineer,"Express.js,Solidity,Natural Language Processing,Deep Learning,JavaScript",Marketing,₹35 LPA,Remote,Low
Game Developer,"Photoshop,Angular,Data Analysis,Jenkins,PyTorch,Blockchain,Tableau",Marketing,₹36 LPA,New York,Very High
Sales Executive,"Deep Learning,Vue.js,PowerShell,Scikit,Computer Vision,Python,Cryptography,JavaScript",Marketing,₹34 LPA,New York,High
Full Stack Developer,"Kanban,Computer Vision,Data Analysis,Sketch,MongoDB,Linux,CSS,Go",Finance,₹25 LPA,San Francisco,High
Product Manager,"Azure,UI Design,Data Visualization,PostgreSQL,Scrum,HTML",Design,₹8 LPA,Mumbai,Low
Content Creator,"PHP,HTML,Google Cloud,Network Security,Swift,Kubernetes",HR,₹15 LPA,Hyderabad,Very High
Cloud Architect,"Cryptography,Illustrator,UI Design,Solidity,PHP",Business,₹5 LPA,San Francisco,Low
DevOps Engineer,"Elasticsearch,Kubernetes,Scikit,Terraform,Data Visualization,TensorFlow",Operations,₹18 LPA,Hyderabad,Medium
Cloud Architect,"HTML,NumPy,Ansible,Python,Cybersecurity,Bitbucket,Deep Learning,TensorFlow",Business,₹45 LPA,London,Very High
Technical Writer,"Deep Learning,Go,Ethereum,Adobe XD,Java,Jenkins,React,MongoDB",Finance,₹20 LPA,Pune,Low
Site Reliability Engineer,"UI Design,Photoshop,Rust,SQL,JavaScript,Power BI",IT/Software,₹23 LPA,New York,Very High
Business Analyst,"PHP,Elasticsearch,Tableau,Illustrator,Scikit,Network Security,Kubernetes,Python",HR,₹45 LPA,Delhi NCR,Low
Video Editor,"Jira,Network Security,Node.js,Scikit,Linux,Photoshop,Swift,Data Visualization",Business,₹45 LPA,Bangalore,Low
Blockchain Developer,"Natural Language Processing,Java,Docker,SQL,Python,Angular,GitHub,Power BI",Operations,₹17 LPA,Bangalore,High
Financial Analyst,"Linux,Solidity,SQL,GitLab,Azure,Figma,Scikit",IT/Software,₹18 LPA,Remote,Low
Security Analyst,"Scikit,Django,Spring Boot,Network Security,Illustrator,Bitbucket,Adobe XD,Kotlin",HR,₹42 LPA,Hyderabad,Medium
Content Creator,"CSS,React,Solidity,Redis,Azure,Go,Rust,Data Analysis",Marketing,₹38 LPA,Remote,Low
Software Engineer,"Express.js,PostgreSQL,Blockchain,Data Analysis,MacOS,Power BI,Deep Learning",Marketing,₹22 LPA,New York,Low
Security Analyst,"MySQL,Kotlin,Google Cloud,Pandas,Jenkins,Adobe XD",Data Science,₹24 LPA,Bangalore,Medium
Digital Marketer,"AWS,Scikit,ASP.NET,PHP",Business,₹24 LPA,London,Low
System Administrator,"Google Cloud,Vue.js,Angular,Deep Learning",Finance,₹43 LPA,Mumbai,High
Product Manager,"Cryptography,AWS,Scrum,Pandas,Smart Contracts",Data Science,₹9 LPA,Hyderabad,High
Site Reliability Engineer,"AWS,Python,Elasticsearch",Design,₹43 LPA,San Francisco,Very High
SEO Specialist,"HTML,Django,GitHub,Terraform,Natural Language Processing",HR,₹29 LPA,Pune,Very High
Mobile App Developer,"Computer Vision,Kubernetes,ASP.NET,Jira,MongoDB,PHP",Operations,₹6 LPA,Mumbai,Very High
Graphic Designer,"Power BI,Cryptography,Ruby on Rails,Spring Boot,Bitbucket,Adobe XD,TypeScript,NumPy",Marketing,₹10 LPA,Bangalore,Low
DevOps Engineer,"NoSQL,Go,UX Design,Photoshop,Data Visualization,Ansible,Bitbucket,Natural Language Processing",IT/Software,₹40 LPA,Remote,Medium
Legal Advisor,"Ansible,Blockchain,Django,Java,React",Operations,₹28 LPA,Chennai,Low
Database Administrator,"PostgreSQL,NumPy,PyTorch,C++,Terraform",Business,₹41 LPA,Bangalore,Low
Network Engineer,"React,NumPy,Bash,Terraform,Scrum",Design,₹30 LPA,Delhi NCR,Medium
Frontend Developer,"MongoDB,Flask,JavaScript,Docker,Natural Language Processing,Figma",IT/Software,₹45 LPA,Chennai,Very High
UI/UX Designer,"Scikit,Smart Contracts,AWS,Linux,Node.js,TypeScript,PostgreSQL",IT/Software,₹42 LPA,New York,High
Full Stack Developer,"Confluence,Cryptography,Python,Elasticsearch,Go,MacOS,Cybersecurity",Design,₹37 LPA,Pune,High
Game Developer,"GitLab,Kubernetes,HTML,Flask,Angular,Tableau,Express.js,Git",Marketing,₹4 LPA,London,Medium
Data Engineer,"Google Cloud,Natural Language Processing,Jenkins,Photoshop,TensorFlow,MongoDB,Scrum,Blockchain",Business,₹22 LPA,Hyderabad,Very High
Financial Analyst,"NumPy,Rust,Agile,Adobe XD,Express.js,PostgreSQL",Data Science,₹8 LPA,Mumbai,Medium
Cloud Architect,"Cryptography,Illustrator,Go,Jenkins,Jira",IT/Software,₹34 LPA,Bangalore,High
HR Manager,"Scikit,Data Visualization,Docker,TypeScript,Kanban,Ethereum,Smart Contracts,Terraform",IT/Software,₹16 LPA,Pune,Low
Operations Manager,"Go,Elasticsearch,NoSQL,TensorFlow,C#,MacOS,Spring Boot",IT/Software,₹31 LPA,London,Medium
Database Administrator,"PyTorch,Jenkins,Data Analysis,Sketch,PowerShell,Docker,Photoshop",Operations,₹33 LPA,Remote,Very High
Legal Advisor,"GitHub,Rust,Adobe XD,TypeScript,Kanban,ASP.NET,Java,Natural Language Processing",Data Science,₹45 LPA,Chennai,Medium
Scrum Master,"Python,Jenkins,PHP,UX Design,Kotlin,Ethereum,Adobe XD,ASP.NET",Marketing,₹35 LPA,Chennai,High
DevOps Engineer,"HTML,ASP.NET,Adobe XD,Terraform,MongoDB,MySQL,AWS",Marketing,₹7 LPA,San Francisco,Very High
Product Manager,"Agile,Windows,TypeScript,Rust",Data Science,₹32 LPA,Chennai,Low
Data Analyst,"Flask,C#,Java,GitLab,MySQL",Business,₹44 LPA,Bangalore,Medium
Business Analyst,"Vue.js,Excel,Data Analysis,Linux,TensorFlow,Machine Learning,Angular",HR,₹44 LPA,Delhi NCR,Low
Operations Manager,"Deep Learning,Azure,PHP",Marketing,₹23 LPA,Delhi NCR,High
Frontend Developer,"Confluence,Ruby on Rails,HTML,ASP.NET,Swift",Data Science,₹13 LPA,Mumbai,Medium
Software Engineer,"Terraform,Spring Boot,Scikit,JavaScript,Illustrator,MySQL",Business,₹35 LPA,Remote,Medium
Backend Developer,"C++,GitHub,Git,Azure,Linux,Network Security",IT/Software,₹11 LPA,Hyderabad,Low
Network Engineer,"Data Visualization,MongoDB,Figma,CSS",HR,₹38 LPA,Bangalore,High
Business Analyst,"Ansible,Java,PostgreSQL,Docker,C#,Deep Learning",Marketing,₹38 LPA,Hyderabad,Very High
Scrum Master,"Swift,C#,NoSQL,TypeScript,Jira",Marketing,₹44 LPA,New York,Very High
Data Analyst,"Natural Language Processing,NumPy,Data Visualization,Rust,Ruby,Ruby on Rails,Scikit",Business,₹35 LPA,Delhi NCR,Low
